group,time,means,stds
non_adapter_step,0.001,2.128630242,5.176665788
non_adapter_step,0.002,1.993070858,5.22913575
non_adapter_step,0.003,1.832332016,5.29268031
non_adapter_step,0.004,1.644423464,5.368566818
non_adapter_step,0.005,1.427346489,5.457981156
non_adapter_step,0.006,1.179128224,5.561956745
non_adapter_step,0.007,0.897852787,5.681317718
non_adapter_step,0.008,0.581692746,5.816634815
non_adapter_step,0.009,0.228948624,5.968174674
non_adapter_step,0.01,-0.161921408,6.135856408
non_adapter_step,0.011,-0.592276298,6.319221708
non_adapter_step,0.012,-1.063250661,6.517403338
non_adapter_step,0.013,-1.575707633,6.729106592
non_adapter_step,0.014,-2.130203535,6.952633273
non_adapter_step,0.015,-2.726945685,7.185930545
non_adapter_step,0.016,-3.365732562,7.426635394
non_adapter_step,0.017,-4.045907446,7.672133856
non_adapter_step,0.018,-4.76634097,7.919656103
non_adapter_step,0.019,-5.525430582,8.166394603
non_adapter_step,0.02,-6.321113281,8.409610924
non_adapter_step,0.021,-7.150905591,8.646719432
non_adapter_step,0.022,-8.011963709,8.875358963
non_adapter_step,0.023,-8.901141666,9.093458638
non_adapter_step,0.024,-9.815039202,9.299283043
non_adapter_step,0.025,-10.75004727,9.491454485
non_adapter_step,0.026,-11.70240148,9.668976553
non_adapter_step,0.027,-12.66824485,9.83124598
non_adapter_step,0.028,-13.64368492,9.978030271
non_adapter_step,0.029,-14.62484635,10.10943546
non_adapter_step,0.03,-15.60791766,10.22587798
non_adapter_step,0.031,-16.58920037,10.32805164
non_adapter_step,0.032,-17.56516838,10.41687874
non_adapter_step,0.033,-18.53252416,10.49345398
non_adapter_step,0.034,-19.48825148,10.55897971
non_adapter_step,0.035,-20.42965028,10.61468823
non_adapter_step,0.036,-21.35434818,10.66178621
non_adapter_step,0.037,-22.26029782,10.70143632
non_adapter_step,0.038,-23.14577299,10.73475223
non_adapter_step,0.039,-24.00936544,10.76279091
non_adapter_step,0.04,-24.84997687,10.78654111
non_adapter_step,0.041,-25.66680664,10.80690347
non_adapter_step,0.042,-26.45932507,10.82466747
non_adapter_step,0.043,-27.22722047,10.84048382
non_adapter_step,0.044,-27.97032368,10.85485363
non_adapter_step,0.045,-28.68854279,10.8681521
non_adapter_step,0.046,-29.38181457,10.88066571
non_adapter_step,0.047,-30.05008199,10.89262539
non_adapter_step,0.048,-30.69328037,10.90421328
non_adapter_step,0.049,-31.31132919,10.91556323
non_adapter_step,0.05,-31.90413765,10.9267733
non_adapter_step,0.051,-32.47163136,10.93792354
non_adapter_step,0.052,-33.01378547,10.9490988
non_adapter_step,0.053,-33.53064461,10.9604124
non_adapter_step,0.054,-34.02232376,10.97201991
non_adapter_step,0.055,-34.48900301,10.98411731
non_adapter_step,0.056,-34.93093385,10.99693534
non_adapter_step,0.057,-35.34843827,11.01072747
non_adapter_step,0.058,-35.74190954,11.02574866
non_adapter_step,0.059,-36.11181613,11.04223104
non_adapter_step,0.06,-36.4587189,11.06035778
non_adapter_step,0.061,-36.78327227,11.08023627
non_adapter_step,0.062,-37.08621069,11.10187726
non_adapter_step,0.063,-37.3683273,11.12518971
non_adapter_step,0.064,-37.63046672,11.14999706
non_adapter_step,0.065,-37.87352188,11.17605168
non_adapter_step,0.066,-38.09844075,11.20304368
non_adapter_step,0.067,-38.30624599,11.23061536
non_adapter_step,0.068,-38.49805051,11.25838549
non_adapter_step,0.069,-38.67505633,11.28595987
non_adapter_step,0.07,-38.83853607,11.31293171
non_adapter_step,0.071,-38.98979176,11.33889694
non_adapter_step,0.072,-39.13012001,11.36348849
non_adapter_step,0.073,-39.26077688,11.38639715
non_adapter_step,0.074,-39.38294588,11.40739377
non_adapter_step,0.075,-39.49770703,11.42635109
non_adapter_step,0.076,-39.60603388,11.44325417
non_adapter_step,0.077,-39.70881514,11.45818799
non_adapter_step,0.078,-39.8068746,11.47130414
non_adapter_step,0.079,-39.90099126,11.48278637
non_adapter_step,0.08,-39.99191275,11.49282347
non_adapter_step,0.081,-40.08034862,11.5015829
non_adapter_step,0.082,-40.16694652,11.50919042
non_adapter_step,0.083,-40.25227035,11.51573901
non_adapter_step,0.084,-40.33678116,11.52129867
non_adapter_step,0.085,-40.42080942,11.52591045
non_adapter_step,0.086,-40.50454047,11.52958626
non_adapter_step,0.087,-40.58803117,11.53233509
non_adapter_step,0.088,-40.67122383,11.53417879
non_adapter_step,0.089,-40.75394581,11.53514882
non_adapter_step,0.09,-40.8359063,11.53527571
non_adapter_step,0.091,-40.91669623,11.53459509
non_adapter_step,0.092,-40.9957718,11.53316741
non_adapter_step,0.093,-41.07242381,11.53109141
non_adapter_step,0.094,-41.14576226,11.5285131
non_adapter_step,0.095,-41.21471386,11.52563414
non_adapter_step,0.096,-41.27803858,11.52270197
non_adapter_step,0.097,-41.33436314,11.51998173
non_adapter_step,0.098,-41.38223614,11.51773899
non_adapter_step,0.099,-41.42017632,11.51623053
non_adapter_step,0.1,-41.44671938,11.51570138
non_adapter_step,0.101,-41.46044668,11.51637164
non_adapter_step,0.102,-41.46002676,11.51843713
non_adapter_step,0.103,-41.44426012,11.52206858
non_adapter_step,0.104,-41.41212315,11.52738561
non_adapter_step,0.105,-41.36279773,11.53442733
non_adapter_step,0.106,-41.29570465,11.54311593
non_adapter_step,0.107,-41.21052198,11.55323288
non_adapter_step,0.108,-41.10718945,11.56440212
non_adapter_step,0.109,-40.9859132,11.57610758
non_adapter_step,0.11,-40.84716746,11.5877362
non_adapter_step,0.111,-40.69167135,11.5986246
non_adapter_step,0.112,-40.52034995,11.60809302
non_adapter_step,0.113,-40.33429933,11.61546719
non_adapter_step,0.114,-40.13476539,11.62009744
non_adapter_step,0.115,-39.92312933,11.6213774
non_adapter_step,0.116,-39.7009011,11.61875761
non_adapter_step,0.117,-39.46969371,11.61176011
non_adapter_step,0.118,-39.23116732,11.60000805
non_adapter_step,0.119,-38.98696204,11.5832624
non_adapter_step,0.12,-38.73863258,11.56144501
non_adapter_step,0.121,-38.48760053,11.5346594
non_adapter_step,0.122,-38.23510426,11.50320068
non_adapter_step,0.123,-37.98215594,11.46753737
non_adapter_step,0.124,-37.72951251,11.42826635
non_adapter_step,0.125,-37.47768031,11.38607085
non_adapter_step,0.126,-37.22693645,11.34168122
non_adapter_step,0.127,-36.97737114,11.2958479
non_adapter_step,0.128,-36.72894624,11.24933102
non_adapter_step,0.129,-36.48155741,11.20289999
non_adapter_step,0.13,-36.23509229,11.15733263
non_adapter_step,0.131,-35.98949683,11.11341422
non_adapter_step,0.132,-35.74482155,11.07191973
non_adapter_step,0.133,-35.50126886,11.03359695
non_adapter_step,0.134,-35.259239,10.99913566
non_adapter_step,0.135,-35.01936845,10.96915044
non_adapter_step,0.136,-34.78254683,10.94417751
non_adapter_step,0.137,-34.54993205,10.92470686
non_adapter_step,0.138,-34.32295195,10.91122585
non_adapter_step,0.139,-34.10329531,10.90425371
non_adapter_step,0.14,-33.89289444,10.9043642
non_adapter_step,0.141,-33.69390764,10.91219925
non_adapter_step,0.142,-33.50869104,10.92847437
non_adapter_step,0.143,-33.33975545,10.95396507
non_adapter_step,0.144,-33.18971408,10.98948752
non_adapter_step,0.145,-33.06123731,11.03588473
non_adapter_step,0.146,-32.95698983,11.09399834
non_adapter_step,0.147,-32.87956969,11.16463805
non_adapter_step,0.148,-32.83144112,11.24855399
non_adapter_step,0.149,-32.81485034,11.34639442
non_adapter_step,0.15,-32.83175782,11.4586744
non_adapter_step,0.151,-32.88379414,11.58576182
non_adapter_step,0.152,-32.97222358,11.72785334
non_adapter_step,0.153,-33.09791289,11.88494045
non_adapter_step,0.154,-33.26132089,12.05678488
non_adapter_step,0.155,-33.4625095,12.24292541
non_adapter_step,0.156,-33.70116781,12.44270242
non_adapter_step,0.157,-33.97664182,12.65530003
non_adapter_step,0.158,-34.2879679,12.87978843
non_adapter_step,0.159,-34.63391507,13.11517497
non_adapter_step,0.16,-35.01303119,13.36046028
non_adapter_step,0.161,-35.42366734,13.61468688
non_adapter_step,0.162,-35.86399913,13.87698154
non_adapter_step,0.163,-36.33205894,14.14658637
non_adapter_step,0.164,-36.82576673,14.42287238
non_adapter_step,0.165,-37.34294817,14.705331
non_adapter_step,0.166,-37.88134864,14.99356103
non_adapter_step,0.167,-38.43866146,15.28725224
non_adapter_step,0.168,-39.01257836,15.58616376
non_adapter_step,0.169,-39.60082779,15.89009289
non_adapter_step,0.17,-40.20119399,16.19884688
non_adapter_step,0.171,-40.81152019,16.51220725
non_adapter_step,0.172,-41.42971775,16.82990028
non_adapter_step,0.173,-42.0537706,17.15157659
non_adapter_step,0.174,-42.68173369,17.47680679
non_adapter_step,0.175,-43.31171451,17.80507725
non_adapter_step,0.176,-43.94184822,18.13579741
non_adapter_step,0.177,-44.57026638,18.46830824
non_adapter_step,0.178,-45.19508342,18.80188898
non_adapter_step,0.179,-45.81438202,19.1357352
non_adapter_step,0.18,-46.42619816,19.46895687
non_adapter_step,0.181,-47.02850913,19.80058896
non_adapter_step,0.182,-47.61925178,20.12960831
non_adapter_step,0.183,-48.19633723,20.45495476
non_adapter_step,0.184,-48.75765173,20.77557662
non_adapter_step,0.185,-49.30105238,21.09049172
non_adapter_step,0.186,-49.82436419,21.39883132
non_adapter_step,0.187,-50.32537935,21.69989007
non_adapter_step,0.188,-50.80185624,21.9931697
non_adapter_step,0.189,-51.25153992,22.27841633
non_adapter_step,0.19,-51.6721872,22.55563228
non_adapter_step,0.191,-52.06159424,22.82505901
non_adapter_step,0.192,-52.41761592,23.08715338
non_adapter_step,0.193,-52.73816981,23.34255626
non_adapter_step,0.194,-53.0212518,23.59207009
non_adapter_step,0.195,-53.26494643,23.836637
non_adapter_step,0.196,-53.46743754,24.07732542
non_adapter_step,0.197,-53.62702621,24.31531146
non_adapter_step,0.198,-53.74214321,24.55183893
non_adapter_step,0.199,-53.81137169,24.78818109
non_adapter_step,0.2,-53.8334802,25.02558579
non_adapter_step,0.201,-53.80748248,25.26522182
non_adapter_step,0.202,-53.73267926,25.50812194
non_adapter_step,0.203,-53.60867447,25.75512826
non_adapter_step,0.204,-53.43538629,26.00685361
non_adapter_step,0.205,-53.21304476,26.26366659
non_adapter_step,0.206,-52.94216514,26.52568001
non_adapter_step,0.207,-52.6235083,26.79273591
non_adapter_step,0.208,-52.25805901,27.06439811
non_adapter_step,0.209,-51.8470111,27.3399459
non_adapter_step,0.21,-51.39176615,27.61836698
non_adapter_step,0.211,-50.89392958,27.89836409
non_adapter_step,0.212,-48.1524504,25.03118102
non_adapter_step,0.213,-47.55615504,25.28849146
non_adapter_step,0.214,-46.92384488,25.5440912
non_adapter_step,0.215,-46.2577152,25.79565832
non_adapter_step,0.216,-45.56004761,26.04095492
non_adapter_step,0.217,-44.8331618,26.27787303
non_adapter_step,0.218,-44.07937082,26.50447937
non_adapter_step,0.219,-43.30092909,26.7190464
non_adapter_step,0.22,-42.49999529,26.9200795
non_adapter_step,0.221,-41.67859816,27.10633185
non_adapter_step,0.222,-40.83860011,27.27681772
non_adapter_step,0.223,-39.98164961,27.43082543
non_adapter_step,0.224,-39.10913718,27.56791653
non_adapter_step,0.225,-38.22217716,27.68791412
non_adapter_step,0.226,-37.32160084,27.79088039
non_adapter_step,0.227,-36.40796704,27.87708735
non_adapter_step,0.228,-35.48160097,27.94697095
non_adapter_step,0.229,-34.54264062,28.00107741
non_adapter_step,0.23,-33.59107012,28.04004349
non_adapter_step,0.231,-32.62674699,28.06458196
non_adapter_step,0.232,-30.43973008,28.40080109
non_adapter_step,0.233,-29.47634858,28.42183603
non_adapter_step,0.234,-28.50507275,28.43378339
non_adapter_step,0.235,-27.52559177,28.43727336
non_adapter_step,0.236,-26.5376656,28.43289668
non_adapter_step,0.237,-25.54114827,28.42117574
non_adapter_step,0.238,-24.53600178,28.40252902
non_adapter_step,0.239,-23.52233342,28.37721991
non_adapter_step,0.24,-22.50042223,28.34530156
non_adapter_step,0.241,-21.47072172,28.30659862
non_adapter_step,0.242,-20.40942647,28.6853186
non_adapter_step,0.243,-19.33057543,28.62886537
non_adapter_step,0.244,-18.24785753,28.56216313
non_adapter_step,0.245,-17.16252323,28.48442069
non_adapter_step,0.246,-16.07589832,28.3947457
non_adapter_step,0.247,-14.98935363,28.29217933
non_adapter_step,0.248,-13.90426778,28.17576856
non_adapter_step,0.249,-12.82198312,28.0446429
non_adapter_step,0.25,-11.74374991,27.89809143
non_adapter_step,0.251,-10.67065999,27.73561528
non_adapter_step,0.252,-9.235953167,27.89942906
non_adapter_step,0.253,-8.196927886,27.71066536
non_adapter_step,0.254,-7.165766499,27.50566876
non_adapter_step,0.255,-6.142544567,27.28495876
non_adapter_step,0.256,-5.12700323,27.04926979
non_adapter_step,0.257,-4.118555914,26.7995512
non_adapter_step,0.258,-3.116298775,26.53698566
non_adapter_step,0.259,-2.11903111,26.26301627
non_adapter_step,0.26,-1.125280074,25.97936992
non_adapter_step,0.261,-0.133336925,25.68807352
non_adapter_step,0.262,0.142443853,26.4041937
non_adapter_step,0.263,1.0724008,26.07102414
non_adapter_step,0.264,2.002935078,25.73339372
non_adapter_step,0.265,2.936609763,25.39432087
non_adapter_step,0.266,3.875895465,25.05694184
non_adapter_step,0.267,4.823100333,24.72444495
non_adapter_step,0.268,5.780334668,24.40003505
non_adapter_step,0.269,6.749477713,24.08687993
non_adapter_step,0.27,7.732125289,23.78802566
non_adapter_step,0.271,8.729524788,23.50629262
non_adapter_step,0.272,9.742523601,23.24417622
non_adapter_step,0.273,10.77151899,23.00375038
non_adapter_step,0.274,11.81641672,22.78660368
non_adapter_step,0.275,12.87661894,22.59382071
non_adapter_step,0.276,13.95103556,22.42599236
non_adapter_step,0.277,15.03809952,22.28324288
non_adapter_step,0.278,16.1357896,22.16526843
non_adapter_step,0.279,17.24169535,22.07140133
non_adapter_step,0.28,18.35309227,22.00066635
non_adapter_step,0.281,19.46701682,21.95183246
non_adapter_step,0.282,20.53996186,22.31041321
non_adapter_step,0.283,21.66792819,22.30171571
non_adapter_step,0.284,22.78928949,22.31040842
non_adapter_step,0.285,23.90085924,22.33512299
non_adapter_step,0.286,24.99959619,22.37473763
non_adapter_step,0.287,26.08265539,22.42845309
non_adapter_step,0.288,27.14743606,22.49582337
non_adapter_step,0.289,28.19165133,22.57676619
non_adapter_step,0.29,29.21340233,22.67152752
non_adapter_step,0.291,30.21121169,22.78060736
non_adapter_step,0.292,29.46886882,20.95003846
non_adapter_step,0.293,30.30358617,20.75631789
non_adapter_step,0.294,31.11651316,20.5777874
non_adapter_step,0.295,31.90813727,20.4202193
non_adapter_step,0.296,32.67924082,20.28959686
non_adapter_step,0.297,33.43084647,20.19193727
non_adapter_step,0.298,34.16417368,20.13306298
non_adapter_step,0.299,34.88059476,20.1183308
non_adapter_step,0.3,35.58157936,20.15232192
non_adapter_step,0.301,36.26862841,20.23856243
non_adapter_step,0.302,36.94318841,20.37933874
non_adapter_step,0.303,37.60658945,20.57561228
non_adapter_step,0.304,38.2599921,20.82701494
non_adapter_step,0.305,38.90435157,21.1319084
non_adapter_step,0.306,39.54038547,21.48750243
non_adapter_step,0.307,40.16855591,21.88999775
non_adapter_step,0.308,40.78905443,22.33476554
non_adapter_step,0.309,41.40179708,22.81656824
non_adapter_step,0.31,42.00643451,23.32979165
non_adapter_step,0.311,42.60237239,23.86865401
non_adapter_step,0.312,43.18879452,24.42738891
non_adapter_step,0.313,43.76469664,25.00041896
non_adapter_step,0.314,44.32889529,25.58252079
non_adapter_step,0.315,44.88004873,26.16894661
non_adapter_step,0.316,45.4167064,26.75547071
non_adapter_step,0.317,45.93738611,27.33836945
non_adapter_step,0.318,46.44066073,27.91437693
non_adapter_step,0.319,46.92522581,28.48064417
non_adapter_step,0.32,47.38997788,29.0347014
non_adapter_step,0.321,47.83407133,29.57443803
non_adapter_step,0.322,48.79305968,30.56240879
non_adapter_step,0.323,49.24475133,31.05530942
non_adapter_step,0.324,49.67639414,31.52691852
non_adapter_step,0.325,50.08841353,31.97627692
non_adapter_step,0.326,50.4815304,32.40267136
non_adapter_step,0.327,50.85674045,32.80560026
non_adapter_step,0.328,51.21528434,33.18471707
non_adapter_step,0.329,51.55859666,33.5397723
non_adapter_step,0.33,51.88824873,33.87056514
non_adapter_step,0.331,52.20588772,34.17692241
non_adapter_step,0.332,52.51316143,34.45868244
non_adapter_step,0.333,52.81166541,34.71570664
non_adapter_step,0.334,53.1028799,34.94786845
non_adapter_step,0.335,53.3881517,35.15502386
non_adapter_step,0.336,53.66867948,35.33697939
non_adapter_step,0.337,53.94549176,35.49348665
non_adapter_step,0.338,54.21943008,35.62424453
non_adapter_step,0.339,54.49114101,35.72890841
non_adapter_step,0.34,54.76106292,35.80712327
non_adapter_step,0.341,55.02940962,35.85859215
non_adapter_step,0.342,53.50845745,35.42163967
non_adapter_step,0.343,53.79128147,35.44333305
non_adapter_step,0.344,54.07210984,35.43666002
non_adapter_step,0.345,54.35049635,35.40199109
non_adapter_step,0.346,54.62589452,35.33977146
non_adapter_step,0.347,54.89771415,35.25050083
non_adapter_step,0.348,55.16537061,35.13475584
non_adapter_step,0.349,55.42832023,34.99322727
non_adapter_step,0.35,55.68610596,34.82674549
non_adapter_step,0.351,55.93839407,34.63628277
non_adapter_step,0.352,54.98411989,34.62421586
non_adapter_step,0.353,55.16317703,34.32240638
non_adapter_step,0.354,55.33779839,33.99622974
non_adapter_step,0.355,55.50881822,33.64711538
non_adapter_step,0.356,55.67737926,33.27654444
non_adapter_step,0.357,55.84490113,32.88604737
non_adapter_step,0.358,56.01302485,32.47722245
non_adapter_step,0.359,56.18354548,32.0518097
non_adapter_step,0.36,56.35834633,31.61171225
non_adapter_step,0.361,56.53937116,31.15898782
non_adapter_step,0.362,56.72860411,30.69578539
non_adapter_step,0.363,56.92806153,30.22427183
non_adapter_step,0.364,57.1397806,29.74652695
non_adapter_step,0.365,57.36579078,29.26447468
non_adapter_step,0.366,57.60806216,28.77984759
non_adapter_step,0.367,57.86843533,28.29418683
non_adapter_step,0.368,58.1485573,27.80886368
non_adapter_step,0.369,58.44979998,27.32512468
non_adapter_step,0.37,58.77319593,26.84412536
non_adapter_step,0.371,59.1194024,26.36692258
non_adapter_step,0.372,58.26573185,25.75803534
non_adapter_step,0.373,58.68133759,25.29528152
non_adapter_step,0.374,59.1193691,24.83930081
non_adapter_step,0.375,59.57878341,24.39077066
non_adapter_step,0.376,60.05818027,23.95047445
non_adapter_step,0.377,60.55580745,23.51939455
non_adapter_step,0.378,61.06958273,23.09879319
non_adapter_step,0.379,61.59712942,22.69026475
non_adapter_step,0.38,62.13585644,22.29574769
non_adapter_step,0.381,62.68304594,21.91751398
non_adapter_step,0.382,63.2359247,21.55814013
non_adapter_step,0.383,63.79173973,21.22045812
non_adapter_step,0.384,64.34782225,20.90749434
non_adapter_step,0.385,64.90160916,20.6223889
non_adapter_step,0.386,65.45064111,20.36831814
non_adapter_step,0.387,65.99256084,20.14839539
non_adapter_step,0.388,66.52513481,19.96553948
non_adapter_step,0.389,67.04629112,19.82232667
non_adapter_step,0.39,67.55416647,19.72085504
non_adapter_step,0.391,68.04715113,19.66259086
non_adapter_step,0.392,68.5239388,19.64826462
non_adapter_step,0.393,68.98353176,19.67780127
non_adapter_step,0.394,69.42519398,19.75030068
non_adapter_step,0.395,69.84839656,19.86406679
non_adapter_step,0.396,70.25277755,20.01668556
non_adapter_step,0.397,70.63812951,20.20513895
non_adapter_step,0.398,71.00435404,20.42592678
non_adapter_step,0.399,71.35142879,20.67521038
non_adapter_step,0.4,71.67934799,20.94893486
adapter_step,0.001,0.762377681,5.668802228
adapter_step,0.002,0.845660547,5.662241192
adapter_step,0.003,0.925154968,5.657047006
adapter_step,0.004,1.000165494,5.652967148
adapter_step,0.005,1.069891847,5.649788152
adapter_step,0.006,1.133408799,5.647367964
adapter_step,0.007,1.189669926,5.645653217
adapter_step,0.008,1.237506875,5.644684273
adapter_step,0.009,1.275612822,5.644591692
adapter_step,0.01,1.302531648,5.645592574
adapter_step,0.011,1.316656468,5.647989198
adapter_step,0.012,1.31622736,5.652169562
adapter_step,0.013,1.299339993,5.658612872
adapter_step,0.014,1.26396926,5.667902749
adapter_step,0.015,1.207985821,5.680732476
adapter_step,0.016,1.129165053,5.697889437
adapter_step,0.017,1.025212719,5.720231885
adapter_step,0.018,0.893807457,5.748669175
adapter_step,0.019,0.732637269,5.784139043
adapter_step,0.02,0.539409781,5.827568536
adapter_step,0.021,0.31184864,5.879829427
adapter_step,0.022,0.047717273,5.941684097
adapter_step,0.023,-0.25513123,6.013721142
adapter_step,0.024,-0.598696342,6.096301266
adapter_step,0.025,-0.984781405,6.189506709
adapter_step,0.026,-1.41494114,6.293070502
adapter_step,0.027,-1.890426125,6.40632318
adapter_step,0.028,-2.412131786,6.528209021
adapter_step,0.029,-2.980559379,6.657332968
adapter_step,0.03,-3.595780139,6.791973221
adapter_step,0.031,-4.25740503,6.930097995
adapter_step,0.032,-4.964560694,7.06941763
adapter_step,0.033,-5.71586642,7.207430191
adapter_step,0.034,-6.50941982,7.341488335
adapter_step,0.035,-7.342804626,7.468922196
